text,label
magic first moga tombol power jebol baterai boros kalo kbwh lngsng mati kluar kuliah onlen charge terus alhasil papa nahan pinjemin henpon awesome allahumasholialamuhammad,0
semangat jalanin hidup keluarga semangat kuliah onlen,2
siap banget kuliah onlen,1
jujur sejujurjurjurjurjurnya berat pilih berat beneran kuras banget kuliah onlen bisa fokus udah nyoba fokus jadi susah nyerap materi bodoh bngt smstr terimakasih,2
iyaaa baca soal judicial review kayak bagaimana wkwk liat petisi onlen demo wkwkwk baru kuliah onlen temenku soal,2
males beberes rumah males mandi males kuliah onlen,0
sebenernya kuliah onlen kedok showcase dhim selamat kamu jebak,2
kuliah onlen buat cape batin banget yatuhan,1
sebentar kuliah onlen bichi,1
belum comeback asli boring banget kuliah onlen allah,2
sebel banget tahu pdhl kuliah onlen terus pakdhe nepuk pundak bilang badan gemuk sebel banget bdmd langsung jawab perlu ganggu gemuk minta makan pakai bahasa jawa,0
baru hari kuliah onlen udah kayak,1
cuma halo teman teman semuaaa cerita rasa titik cape bangett kuliah onlen gin kelas pagi bawa marah marah terus kelas mulai kerja rumah beres jika tinggal diomelin cont,0
ribet anjing kuliah onlen,0
malang diijinin kuliah onlen rumah ganggu kerjain tugas narik lingkung bisa saran fokus kuliah onlen tengah lingkung rumah aktif gin,0
kuliah onlen ribet banget woiingulak ngalik portal mahasiswa mantauin tugas dosen hari lelah ugha covid awaygw oflen,0
kuliah onlen gaad akhlak entah bodoh dosen gatau temu beri tugas ngejelasin sama sekali deadline kumpul hari,2
udah posisi nyaman banget sama kuliah onlen tugas abrek kalau sisa nyantai uji coba minggu sisa pules jadi seperti yaudahlah,0
kerja kuliah onlen mintain jawab tmen,1
semangattt baru kuliah onlen,1
kuliah onlen bareng dosen jaehyun,1
hpku batrenya bodol kuliah onlen teteringngecas terus beli handphone baru ada dana moga untung huahhh handphone kuliah online,2
kadang suka kasihan dosen sinyal jele kuliah onlen bapak semangat bagi ilmu,2
syukur cicil jadi tumpuk semangat kuliah onlen,2
tidur kuliah onlen tengah,1
aninjkt kayak gin lihat nanti kuliah onlen koneksi kamu stabil terus,2
kuliah oflen bingung mata kuliah ambek dosene sing saiki kuliah onlen dosen ajar mata kuliah dosene bingung ngajare mahasiswae sangat bingung mbedakno matkule wonge,2
bangun pagi kuliah onlen,1
besok kuliah onlen perdana banget,1
bilang muak muak banget kuliah onlen bekos banget dosen ngundur waktu kayak gapunya giat kuliah online arrrgghh kesal sumpah,0
shjsjs sebel banget baca cewek pusing hari hectic kerja kuliah onlen terus dua dateng sayaaaaaang habis naik motor marah dua lihat senang yauda jadi,0
kasih tips punggung gel lama duduk waktu kuliah onlen,2
kuliah onlen baru mulai besok,1
yaiyalaa jela enggak gapernah kuliah onlen main main dengerin dosen bicara terus tolol banget micnya mute,1
handphone kuliah onlen tunjang didik benar tunjung didik,2
sekian kuliah onlen besok pertama kali ngezoom,1
cerita dikit kali baru jalan bulan kuliah udah ngerasa survive mata kuliah benar susah banget jujur ngerasa kuliah onlen ngebantu maba susah banget ajar tolonggg malam tidur tenang,0
kamu kuliah onlen nyatet gasih plis bilang engga,1
kuliah onlen rasa kaya iromen,1
selamat pagi semangat kerja sekolah onlen kuliah onlen utama,2
emang bangsat kuliah onlen jadi kesal gara gera mbak jadi sange gara gara kamu,0
minta pijitin bapak bapak cape kerja yampun plis kamu kuliah onlen tinggal duduk manis rumah usah manja bodoh ngomel,0
semester kuliah onlen tugas tumpuk antem sama pacar laku hadeeh galau berharihari tugas sempat bengkalai,0
sesal klinik malas dengerin kuliah bawa ngantuk terus kopi alesan cari craving more lecture aduh nyelip kuliah onlen klinik yekan tertawa,0
salah satu tantang kuliah onlen hadap maba tahu etika komunikasi online baik personal dosen grup kelas,0
glitzz baru selesai kuliah onlen lihat cape hilang kakak terimakasih kadhea langsung lihat,2
pagi mpeople selamat hari senin semangat mulai kuliah onlen sekolah onlen hari kerja masak semangat terus balik izal abas mimaa,2
gin rasa kuliah onlen,1
kuliah onlen terus tugas kelompok anjing emang benar kalo apatis apatis kalo nilai anjlok kasi orang tua sudah biayain kuliah mahal,0
kuliah onlen tertawa nugas tahu tahu anjing,1
kuliah onlen semester,1
laku kuliah onlen dengar tanya lupa,1
moga kuliah onlen bantu sukses diet baru makan siang barusan,1
semangat hari pertama kuliah onlen,2
kuliah onlen sembari ngudud ngopi emang baik,2
serius bayang yang kerja instansi perintah pikir pandemi cuma sebentar ngajuin ijin ajar kuliah onlen abg labil prediksi pandemi bisa,0
lelah lelah ikut kuliah onlen mantengin laptop jam gilir absen tidur,0
bisabisanya adek kuliah onlen pakai background wisuda kemarin wkwkw,1
dosenkukuliah onlen gin,1
kuliah onlen praktik gmeet tetap buka buka twitter ngebacot,1
kali mimin tips kuliah lancar kuliah onlen simak tipsnya jadwal tinggal kuliah pasti akses internet stabil perhati paham sampai dosen,2
push rank gampang jaring internet paket jangkau kuliah onlen jadi gampang,2
banget kuliah onlen jadi semangat,2
nangor tidak apa kuliah onlen tenang kuliah kosan,2
salah satu jenis mental health syndrome overthinking sibuk kuliah onlen rapat onlen tugas tumpuk ada pandemi buat kemanamana buat ada overthingking jadi jadijadi apa sih overthinking,0
sekolah kuliah onlen bodoh bodoh pinter pinter ikut bodoh,2
weeee selamat mimyyy enjoy college days againn habs lagi kuliah onlen masaa wkwkw,2
yaah anjing nongki babeh kangen banget woyyyyyyyu berapa kuliah onlen terus bosan banget materi paham baik baik,0
oveku kuliah onlen besok kuliah code eror ribet form aduh materi kuliah diupload moga jaring lambat,0
semangat moga cepat baik moga cepat erti bagaimana kuliah onlen,2
cape banget allah kuliah onlen tidur gin,2
tarik dengerin kakak nerima telpon supplier dengerin kuliah onlen,2
feel kamu sekarang titik binggung banget mesti bagaimana salah hariini baru usir ruang lagi kuliah onlen pdhl kasih berkas taro meja udah,0
kuliah onlen foto rilis langsung matiin kamera teriak,2
kuliah onlen terus lamalama ban,1
kuliah onlen rumah memang mnyenangkan sebel dosen paham materi anak paham buyut kamar mmanggil nengg ftoku wktu paris lohh bkannya mninggal buyut yhhh lupa xixi mnghilang,0
kuliah oflen bodoh kuliah onlen tambah bodoh,1
alias yaelah azkiiii kamu kuliah onlen kuliah oflen skip,1
pertama kali kuliah onlen kaya gin lama dengerin dosen doang kamera aku dimatiin aku gunting kain wkwkwkwk,2
allah kuliah onlen akhir,2
sedih saat pandemi gin mahasiswa sibuk kuliah onlen siksa enteng pimpin dewan wakil rakyat ambil putus,0
ncen ngntot tenan kuliah onlen bukane mara mara bodoh,0
kuliah onlen jadi beser terus,1
seru banget kuliah bahas uuuuuuu sayang kuliah onlen,2
sbenerny kuliah onlen,1
iyak kasi sepi gara kuliah onlen,0
ribet banget kuliah onlen gin suruh cari kelompok,0
nono kuliah onlen,1
baca novel nyata ngurusin spill akun alter ngebales akun bookshaming ajar sehinga kerja sambung nyuci baju nyapu ngepel habis kuliah onlen baca novel,2
akun tutup garagara omong garagara stre kuliah onlen kakean tugas blokir,0
kuliah onlen kakak semester seru kuliah,1
kuliah onlen,1
bilng masa pandemi kenal bagai kuliah onlen bljrlah untk teman orang bingung teman deket klmpk terus lariny kemarin saya ajak intiny,1
tambah kuliah onlen,1
selamat kuliah onlen maba miba,2
jadi orang alamualaikum adik minta maaf video hapus buat situ kirim okey heng heng handphone garagara kuliah onlen pagi malam sabar adik,2
live instagram kirim tugas kuliah onlen,2
kuliah onlen anjrott,1
indo struggle kuliah onlen pala sakit yang tumbuk dalem,0
gak mau lihat ginian buat gedeg tempat makan tutup kuliah onlen buka rajia kayak gapernah,0
kuliah onlen sayanggg,1
kuliah oflen sarap nunggu kear dulu kuliah kuliah onlen sarap kuliah sarap wkwk ngomong-ngomong kuliah sarap wkwk,2
slamet ken kuliah onlen ken,1
efek kuliah onlen tekan sendiri first time benar benar ngrasain takut khawatir overthinking kalau pikir jadi males makan kalau ngerjain tugas makan sendok sudah kenyang,0
kuat kuliah onlen oflen pokok males banget ajar anjing,0
anjinggg pokok kuliah onlen anjing anjing banget sudah tinggal,0
bismillah moga keikutsertaan partisipasi bawa untung jawabanya tulis collabonation series follow moga rezki allah hadianya kuliah onlen,2
sibuk siap nikah sungjiin canda ding sibuk kuliah ngadi kuliah onlen hhuhuhu bagaimana sibuk,0
anya bangun cepetan cuci muka hari jadwal kuliah onlen,1
terima kasih kuliah onlen tetap bayang ikut,2
kalau kembali kaya lelah banget kuliah onlen ngerasa bodoh cita cita halang gara pandemi,0
punten tips tidak gel gitu kuliah onlen pagi sore tambah malemnya nugas,2
tambah bodoh kuliah onlen,1
bismillah regirregular both album only kakak congrast lolos sbmptn semangat juang depan yaka semangat kuliah onlen moga lancar urus aamiin terima kasih banget ganya,2
kuliah onlen full uang kuliah tinggal dapat orang tua turun drastis pabrik tutup tongkrong bubar pakai masker denda bentak suruh isolasi lain orang besar bebas adain acara fasilitas,0
siasat kuliah onlen sore hari,1
kuliah onlen tetap orang toxic menang tindas teman tidak punya privilege privilege cantik bacot pandai tindas yang takut emang laku banget speak grup kentang,0
dosen rekam tinggal kuliah onlen akibat gejala covid cari berita klik,0
satu syukur jadi belakang adek sekolah kuliah onlen susah,2
anda ramal bakal kuliah onlen beli buku gabung bawa buku berat bulan doang bodo banding bayar lipat,0
sedih banget handphone rusak parah mati total butuh bngt kuliah onlen,0
selamat kuliah onlen semester,2
mbak bagaimana cara jadi buzzer jadi buzzer situasi pandemi kayak seru kuliah onlen doang erti materi mbak info syarat ribet mbak narasi dukung perintah benar salah penting penting duit,0
imagine anak cerdas kuliah onlen rumah jadi males keluar patah kata zoom males tanya sama orang rumah,0
selamat pagi semuaaaa semangat sekolah kuliah onlen nyaaa,2
resume halooo yehezkielers selamat hari senin masuk minggu tiga kuliah onlen semangat teruu recap dua baca resume nyaaa relationship check jesus,2
sukain kuliah onlen benar merhatiin kuliah engga tidak tahu beri nilai gitu tidak adil rasa,2
drama banget kuliah onlen mati lampu daerah rumah banget mati lampu mati lampu signal terus kayak nasib kuliah onlen,2
kuliah onlen,1
ken kuliah onlen kosan tidak,1
lama kuliah onlen,1
sudah wifi tiba kumat saat kuliah onlen tulis internet udah matiin routernya terus nyalain tetap hadeh,0
latar belakang masalah kuliah onlen padat banget males bolak balik keluar kamar ambil minum solusi beli botol minum liter,0
anjing kuliah onlen mara absen amburadul bangsat,0
kuliah onlen bambang,1
kuliah onlen selesai tutup mahasiswa sopan terima kasih selamat malam mahasiswa santai malaaaammmm mahasiswa sopan santai terima kasih selamat malam selamat tidur guys dosen baca grup,2
usah ulah sebentar kuliah onlen jadi hambat gara mati listrik,0
alhamdulillah skripsi onlen asai kuliah onlen,2
kuliah onlen berdosaa banget,1
kampus angkat bawah lonjak tajam kuliah onlen ajar nilai jadi orang bahasa dikit,2
motivasi orang orang kuliah onlen gawajib oncam tetap raup raup konolo,1
sekarang sedih lewat putih gersang jual yang beli jauh kurang gara-gara kuliah onlen,0
selamat malam daerah cibubur mati lampu terus tadi sore mati lampu nati lampu plis kuliah onlen wifinya jadi mati plis banget,2
benar bangeet buat teori kepala ledak kalah kuliah onlen buat,0
konco teh kuliah onlen dosen galak terus kebelet ngene,2
percaya energi positif nular misal teman ngerjain tugas hadap terus gugah ngerjain lihat orang ngerjain masalah kuliah onlen gin ada energi positif ngalir benar bentuk,2
kuliah onlen jadi ngerasa ilmu dapat asa normal asa jurus insyaallah seru,2
gapapa alergu kuliah onlen hahaha,1
kuliah onlen naik drastis jadi ilmu dapat contek dapat awokawokwko,2
setor foto majikan siap kuliah onlen cemong tegang diospek honey genit tebar pesona mahasiswi,2
bismillah moga supaya kuliah onlen,2
yakaaan terus ada gin onlen sekolah onlen kuliah onlen kerja onlen mua butuh internet make lambat gara gara oknum kesal bayar engga murah,0
nilai hasil kuliah onlen emang lawak bruh,2
jika informasi capai whatsapp email lain perlu tanya komplain useetv gambar patah delay istri sulit anak yang kuliah onlen atas alas,0
bismillah moga kuliah onlen tidak minjem adek,2
kadang kuliah onlen gin sabar hahah,2
internetnya admin suka hilang jaring dijamjam kuliah onlen coba gimana,2
tanya suka ngerasa orangorang nikmatin kuliah onlen benerbener rumah tidak perlu repotrepot kerjajualan jajan coba nolak hidup cukup kayak citacita orang,0
kuliah onlen titip absen,1
besok kuliah onlen ndan,1
tasyajkt your upload picture number blur cape mata pikir tugas kuliah onlen lambat,0
sama provider indigo suka ngelag kata router canggih sama buat internet stabil lumayan sama kuliah onlen lancar hehehe orang jadi bisa diboongin,2
kuliah onlen simo semester lihat,2
mahasiswa luar kota seng kuliah onlen nang omah enek seng eruh informasi kerjo seng sambi tiwas bosan produktif ngomong-ngomong karya tulis public speaking nyetir mobil sangat,0
kuliah onlen,1
kuliah onlen udah erti tugas mau apa sih asli cape mikir erti woelah dijelasin jadi orang soal bahasa anak pinak hitung maap suka bicara kasar kesal banget anjing hitung erti tugas,0
rasa kuliah onlen boros kuotabecause masang wipiindihom ngerti mubeng teng lpamphp tero mripate kesal begadang nggarap tugas ajar efektif jauh,0
lupa mati kamera mahasiswa mesum kuliah onlen buat gempar harianhaluan jakarta harianhaluan kalang guna media sosial heboh gara-gara jadi mesum mahasiswa asal kupang nusa tenggara timu,0
allah kuliah oflen tatap muka kelas kuliah onlen urenya gede banget tugas habis habis,2
kuliah onlen soreee ngantukkkk,1
yaampon sial metode teliti komunikasi kuliah onlen yaopo nyangkut,0
ihhhh laaah pusing banget ikut kuliah onlen ngeluh terus tuhan malusamapahlawan ngundurin himpun sksksksks,0
kuliah onlen mbingungisasi,1
dear hari akhir lambat banget ping gede terus mohon maaf kuliah onlen kakak segerapa diperbaikindan cepat terima kasih,1
bodoamat kuliah onlen ambil absen langsung,0
kuliah onlen coba banget manusia malu bicara forum gimana nilai aktif ueue,2
oooo gin artnya kuliah onlen,1
kuliah oflen nyatet soal malas orgnya kelas udah kasur megang buku nauzubillah gak mau kuliah onlen malas gerak ajar kadang utsuas baru ngejar materi gila memang,0
kuliah onlen kadang paham golek kerjo akeh seng gin jadi angkat,2
kuliah onlen ribett,1
cuma ngerasa tekan banget kuliah onlen sekarang minggu uji sindir terus orang tua kesan malas gitu keluar kamar bersihbersih pdhl bnrn sestre semester maaf tahu cerita cont,0
bismillah allah moga rezeki kuliah onlen,2
mantap habis kuliah onlen narasumber terima kasih ilmu,2
puan nama puan tahu kuliah onlen diledekin terus diceramahin dosen hufffft benar benar,2
sekarang kuliah onlen teman kerja gapapa dukung tidak kerja semangat kuliah syukur orang tua nguliahin,2
garing banget kuliah onlen taii,2
kuliah onlen,1
kuliah onlen turun tanya diet jawab stres kuliah sist,0
buka whatsapp group kuliah onlen,1
anak kuliah onlen like diem waktu tanya waktu kelas selesai semarak bilang terima kasih terima kasih kaya konser,2
mau gitu nomernya dipake kuota kuliah onlen jadi juang wkwkwk,2
kuliah onlen nambah cape nambah bodoh,1
selesai list drakor list masuk kuliah onlen,2
kasika dlue semangat kuliah onlen kdong malas allah,2
giat kuliah onlen pagi,1
uang butuh uang beli laptop kuliah onlen album jika rezeki bismillah moga untung makas ngadain giveaway,2
mall bagaimana kuliah onlen wkwk,1
orangorang kuliah onlen rapihrapih banget,1
selamat pagi mahasiswa siap kuliah onlen hari,2
kalau alhamdulillahaku year pandemi temenku ngechattetep semangat tahun ngarep ospekmu bakal seru onlen teman sambat soal ospekampkuliah onlen inipdhl nganggep epic tahun serba onlen,0
rasa bodoh kuliah onlen kalo oflen semangat gitu kampus bareng ajar rumah malas banget ajar ngeluh much right bulan rumah bisa keluar tahu ends hidup normal,0
keteter banget kuliah onlen pabaliut,1
makan kuah pakai sendok makan nonkuah pakai tangan pakai sumpit pakai garpu menu beda cara makan beda makan kuah nonkuah pakai sendok bosan jenuh kuliah onlen materi beda media,0
dear terimakasih setia paket jaga baik gerbang pintu rumah moga sukses semakij jaya depan adain handphone dibutuhin tunjang aktivitas kuliah onlen,2
